period,training_start,training_end,test_start,test_end,best_parameters,training_return,test_return,training_sharpe,test_sharpe,training_max_drawdown,test_max_drawdown,training_trades,test_trades,training_equity_final,test_equity_final
1,2004-08-19,2004-11-11,2004-11-11,2004-12-23,"{'_indicators': [_Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            105.26222222, 104.25977778, 103.70982222, 102.96985778,
            102.69188622, 102.61350898, 102.55280718, 103.10824575,
            103.9865966 , 105.48727728, 106.78982182, 108.22585746,
            110.07868597, 111.93494877, 113.11595902, 114.16876721,
            115.49901377, 116.36521102, 116.74416881, 118.76733505,
            121.22986804, 122.90389443, 124.83911555, 126.88329244,
            129.18063395, 130.76050716, 132.37840573, 133.44872458,
            133.81097967, 134.52878373, 135.80302699, 137.04242159,
            138.45593727, 140.59674982, 142.06539985, 141.75031988,
            143.27625591, 149.10700472, 156.76560378, 161.77248302,
            166.61198642, 171.94958914, 175.68767131, 179.75613705,
            182.77890964, 184.55712771, 184.58570217, 181.53856173,
            179.74084939, 177.53267951, 175.59814361, 177.08251489]), _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            105.86190476, 107.08900433, 108.06636757, 109.00397052,
            110.07815502, 110.96468638, 111.62789671, 113.01263337,
            114.65512125, 116.01374659, 117.51976963, 119.11433602,
            120.86485093, 122.33895539, 123.83995945, 125.10269041,
            126.02608219, 127.06007472, 128.31824974, 129.56204522,
            130.88458656, 132.54598778, 133.94544344, 134.54040313,
            135.88945739, 139.2113249 , 143.59211354, 147.06555777,
            150.60232524, 154.48393204, 157.77084731, 161.2489521 ,
            164.305411  , 166.79310091, 168.42100083, 168.5054553 ,
            168.87314118, 168.85740107, 168.76672825, 170.06248022]), _Indicator([        nan,         nan,         nan,  7.31333333,
             6.24888889,  5.26259259,  4.48506173,  4.37004115,
             3.48002743,  3.42001829,  3.42334553,  3.08889702,
             2.85593135,  2.74728756,  2.40152504,  3.35435003,
             3.26290002,  3.91193335,  3.9512889 ,  4.01752593,
             3.99168395,  4.27112264,  3.81741509,  3.49827673,
             4.20218448,  4.24812299,  3.85874866,  5.61916577,
             6.67611052,  5.55074034,  5.48049356,  5.08366237,
             5.48577492,  4.47384994,  4.09256663,  3.61504442,
             4.08002961,  4.12335308,  4.79890205,  4.47260137,
             4.16506758,  5.44004505,  5.31003003,  6.67002002,
             7.66001335, 15.3700089 , 17.58000593, 15.93333729,
            13.20555819, 11.73370546, 10.93913697,  9.63609132,
             8.39406088,  9.21270725,  8.91513817, 11.32675878,
             9.58117252,  9.69744835,  8.5282989 , 11.07886593])], '_broker': <Broker: 10013+186.9 (2 trades)>, '_data': <Data i=59 (2004-11-11 00:00:00) Open=169.13, High=183.75, Low=167.57, Close=183.02, Volume=14985500.0>, 'number_of_levels': np.int64(5), 'grid_spacing': np.float64(0.1), 'stop_loss_factor': np.float64(2.0), 'take_profit_factor': np.float64(0.5), '_params': {'number_of_levels': np.int64(5), 'grid_spacing': np.float64(0.1), 'stop_loss_factor': np.float64(2.0), 'take_profit_factor': np.float64(0.5)}, 'ema_short': _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            105.26222222, 104.25977778, 103.70982222, 102.96985778,
            102.69188622, 102.61350898, 102.55280718, 103.10824575,
            103.9865966 , 105.48727728, 106.78982182, 108.22585746,
            110.07868597, 111.93494877, 113.11595902, 114.16876721,
            115.49901377, 116.36521102, 116.74416881, 118.76733505,
            121.22986804, 122.90389443, 124.83911555, 126.88329244,
            129.18063395, 130.76050716, 132.37840573, 133.44872458,
            133.81097967, 134.52878373, 135.80302699, 137.04242159,
            138.45593727, 140.59674982, 142.06539985, 141.75031988,
            143.27625591, 149.10700472, 156.76560378, 161.77248302,
            166.61198642, 171.94958914, 175.68767131, 179.75613705,
            182.77890964, 184.55712771, 184.58570217, 181.53856173,
            179.74084939, 177.53267951, 175.59814361, 177.08251489]), 'ema_long': _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            105.86190476, 107.08900433, 108.06636757, 109.00397052,
            110.07815502, 110.96468638, 111.62789671, 113.01263337,
            114.65512125, 116.01374659, 117.51976963, 119.11433602,
            120.86485093, 122.33895539, 123.83995945, 125.10269041,
            126.02608219, 127.06007472, 128.31824974, 129.56204522,
            130.88458656, 132.54598778, 133.94544344, 134.54040313,
            135.88945739, 139.2113249 , 143.59211354, 147.06555777,
            150.60232524, 154.48393204, 157.77084731, 161.2489521 ,
            164.305411  , 166.79310091, 168.42100083, 168.5054553 ,
            168.87314118, 168.85740107, 168.76672825, 170.06248022]), 'atr': _Indicator([        nan,         nan,         nan,  7.31333333,
             6.24888889,  5.26259259,  4.48506173,  4.37004115,
             3.48002743,  3.42001829,  3.42334553,  3.08889702,
             2.85593135,  2.74728756,  2.40152504,  3.35435003,
             3.26290002,  3.91193335,  3.9512889 ,  4.01752593,
             3.99168395,  4.27112264,  3.81741509,  3.49827673,
             4.20218448,  4.24812299,  3.85874866,  5.61916577,
             6.67611052,  5.55074034,  5.48049356,  5.08366237,
             5.48577492,  4.47384994,  4.09256663,  3.61504442,
             4.08002961,  4.12335308,  4.79890205,  4.47260137,
             4.16506758,  5.44004505,  5.31003003,  6.67002002,
             7.66001335, 15.3700089 , 17.58000593, 15.93333729,
            13.20555819, 11.73370546, 10.93913697,  9.63609132,
             8.39406088,  9.21270725,  8.91513817, 11.32675878,
             9.58117252,  9.69744835,  8.5282989 , 11.07886593]), 'active': True, 'traded_ltp': np.float64(119.83), 'traded_atr': np.float64(4.248122989870619), 'sl': np.float64(187.53375402025875), 'tp': -1, 'level': 2, 'traded_prices': [np.float64(119.83), np.float64(118.26)]}",1.9943257999999877,-0.040296128969112034,3.1510717069121528,-0.865525704455926,-0.825416895746478,-0.12828892896910027,3,3,10199.432579999999,9995.970387103089
2,2004-09-30,2004-12-23,2004-12-23,2005-02-03,"{'_indicators': [_Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            135.77      , 136.796     , 137.8368    , 139.09144   ,
            141.105152  , 142.4721216 , 142.07569728, 143.53655782,
            149.31524626, 156.93219701, 161.90575761, 166.71860608,
            172.03488487, 175.75590789, 179.81072632, 182.82258105,
            184.59206484, 184.61365187, 181.5609215 , 179.7587372 ,
            177.54698976, 175.60959181, 177.09167345, 178.07333876,
            179.43267101, 178.0541368 , 176.94330944, 175.06264755,
            173.93011804, 172.16409444, 171.23527555, 171.94022044,
            173.43017635, 174.95414108, 176.35931286, 177.07945029,
            177.54356023, 178.11484819, 177.74987855, 176.48590284,
            175.18472227, 174.83377782, 174.19702225, 173.4476178 ,
            174.49609424, 175.55287539, 175.73630032, 176.60504025,
            178.2880322 , 179.38042576, 180.76434061, 182.19147249]), _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            150.32428571, 153.98935065, 157.81122786, 161.18020715,
            163.9520065 , 165.83818773, 166.15744339, 166.7385849 ,
            166.91689536, 167.00263215, 168.4587565 , 169.68977863,
            171.06979876, 171.20345342, 171.32132129, 170.97756481,
            170.83414982, 170.31286348, 170.0589668 , 170.48633345,
            171.29575768, 172.18250698, 173.07318817, 173.69926197,
            174.21751088, 174.77955535, 174.9168685 , 174.59988045,
            174.17989132, 174.11171938, 173.88792671, 173.57538792,
            174.04035265, 174.56213878, 174.73558071, 175.22143701,
            176.11221546, 176.80655951, 177.66959955, 178.59963596]), _Indicator([        nan,         nan,         nan,  5.30666667,
             4.35444444,  4.01296296,  3.56197531,  4.04465021,
             4.0997668 ,  4.78317787,  4.46211858,  4.15807905,
             5.43538604,  5.30692402,  6.66794935,  7.6586329 ,
            15.3690886 , 17.5793924 , 15.93292827, 13.20528551,
            11.73352367, 10.93901578,  9.63601052,  8.39400701,
             9.21267134,  8.91511423, 11.32674282,  9.58116188,
             9.69744125,  8.52829417, 11.07886278, 11.51924185,
            10.86949457, 11.92632971, 10.78421981, 10.08614654,
             7.87743103,  7.98162068,  7.23108046,  8.0507203 ,
             7.12381354,  6.56254236,  5.2916949 ,  4.51112994,
             3.99408662,  3.81605775,  4.1040385 ,  4.649359  ,
             4.74957267,  4.84304844,  4.42536563,  4.19357709,
             5.86905139,  5.25603426,  5.01735617,  4.68823745,
             5.91882497,  5.43921664,  4.90614443,  4.13742962])], '_broker': <Broker: 10528+32.2 (2 trades)>, '_data': <Data i=59 (2004-12-23 00:00:00) Open=187.45, High=188.6, Low=186.0, Close=187.9, Volume=3614600.0>, 'number_of_levels': np.int64(5), 'grid_spacing': np.float64(0.1), 'stop_loss_factor': np.float64(3.5), 'take_profit_factor': np.float64(0.5), '_params': {'number_of_levels': np.int64(5), 'grid_spacing': np.float64(0.1), 'stop_loss_factor': np.float64(3.5), 'take_profit_factor': np.float64(0.5)}, 'ema_short': _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            135.77      , 136.796     , 137.8368    , 139.09144   ,
            141.105152  , 142.4721216 , 142.07569728, 143.53655782,
            149.31524626, 156.93219701, 161.90575761, 166.71860608,
            172.03488487, 175.75590789, 179.81072632, 182.82258105,
            184.59206484, 184.61365187, 181.5609215 , 179.7587372 ,
            177.54698976, 175.60959181, 177.09167345, 178.07333876,
            179.43267101, 178.0541368 , 176.94330944, 175.06264755,
            173.93011804, 172.16409444, 171.23527555, 171.94022044,
            173.43017635, 174.95414108, 176.35931286, 177.07945029,
            177.54356023, 178.11484819, 177.74987855, 176.48590284,
            175.18472227, 174.83377782, 174.19702225, 173.4476178 ,
            174.49609424, 175.55287539, 175.73630032, 176.60504025,
            178.2880322 , 179.38042576, 180.76434061, 182.19147249]), 'ema_long': _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            150.32428571, 153.98935065, 157.81122786, 161.18020715,
            163.9520065 , 165.83818773, 166.15744339, 166.7385849 ,
            166.91689536, 167.00263215, 168.4587565 , 169.68977863,
            171.06979876, 171.20345342, 171.32132129, 170.97756481,
            170.83414982, 170.31286348, 170.0589668 , 170.48633345,
            171.29575768, 172.18250698, 173.07318817, 173.69926197,
            174.21751088, 174.77955535, 174.9168685 , 174.59988045,
            174.17989132, 174.11171938, 173.88792671, 173.57538792,
            174.04035265, 174.56213878, 174.73558071, 175.22143701,
            176.11221546, 176.80655951, 177.66959955, 178.59963596]), 'atr': _Indicator([        nan,         nan,         nan,  5.30666667,
             4.35444444,  4.01296296,  3.56197531,  4.04465021,
             4.0997668 ,  4.78317787,  4.46211858,  4.15807905,
             5.43538604,  5.30692402,  6.66794935,  7.6586329 ,
            15.3690886 , 17.5793924 , 15.93292827, 13.20528551,
            11.73352367, 10.93901578,  9.63601052,  8.39400701,
             9.21267134,  8.91511423, 11.32674282,  9.58116188,
             9.69744125,  8.52829417, 11.07886278, 11.51924185,
            10.86949457, 11.92632971, 10.78421981, 10.08614654,
             7.87743103,  7.98162068,  7.23108046,  8.0507203 ,
             7.12381354,  6.56254236,  5.2916949 ,  4.51112994,
             3.99408662,  3.81605775,  4.1040385 ,  4.649359  ,
             4.74957267,  4.84304844,  4.42536563,  4.19357709,
             5.86905139,  5.25603426,  5.01735617,  4.68823745,
             5.91882497,  5.43921664,  4.90614443,  4.13742962]), 'active': True, 'traded_ltp': np.float64(178.69), 'traded_atr': np.float64(5.869051390922709), 'sl': np.float64(167.3583201317705), 'tp': -1, 'level': 2, 'traded_prices': [np.float64(178.69), np.float64(176.47)]}",5.599124000000029,-5.776311199999982,1.7810949299198795,-3.7509996661407508,-1.7387600948997162,-5.923231453899048,15,5,10559.912400000003,9422.368880000002
3,2004-11-11,2005-02-03,2005-02-03,2005-03-17,"{'_indicators': [_Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            173.83222222, 174.01777778, 175.09222222, 176.28377778,
            177.42302222, 177.93041778, 178.22433422, 178.65946738,
            178.1855739 , 176.83445912, 175.4635673 , 175.05685384,
            174.37548307, 173.59038646, 174.61030917, 175.64424733,
            175.80939787, 176.66351829, 178.33481463, 179.41785171,
            180.79428137, 182.21542509, 184.15434007, 185.87547206,
            187.28037765, 189.34430212, 190.03344169, 192.56875336,
            192.95500268, 193.06600215, 192.16280172, 192.50024137,
            193.0121931 , 193.11775448, 193.57020358, 193.92216287,
            195.13173029, 196.88538423, 196.96830739, 196.35864591,
            194.74291673, 191.93833338, 188.97466671, 189.02773336,
            188.83818669, 189.13854935, 190.43483948, 190.72787159,
            193.77429727, 197.19143782]), _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            175.43857143, 174.98506494, 175.32187721, 175.7271611 ,
            175.79469191, 176.18426537, 176.98751398, 177.60228543,
            178.39298676, 179.25726069, 180.40750972, 181.53046338,
            182.56405762, 183.93096147, 184.73632861, 186.37029874,
            187.10936249, 187.69123862, 187.76930784, 188.32209804,
            188.93463458, 189.35330416, 189.9011856 , 190.39471418,
            191.26519471, 192.41381338, 192.85801216, 192.95455651,
            192.52959683, 191.45599711, 190.15272465, 190.06974968,
            189.88886335, 189.92987577, 190.44715979, 190.57923617,
            191.97748743, 193.69407948]), _Indicator([        nan,         nan,         nan, 12.00333333,
            10.83555556, 10.12037037,  7.90024691,  7.99683128,
             7.24122085,  8.05748057,  7.12832038,  6.56554692,
             5.29369795,  4.5124653 ,  3.99497686,  3.81665124,
             4.10443416,  4.64962277,  4.74974852,  4.84316568,
             4.42544379,  4.19362919,  5.86908613,  5.25605742,
             5.01737161,  4.68824774,  5.91883183,  5.43922122,
             4.90614748,  4.13743165,  4.55828777,  3.88552518,
             3.17035012,  4.24023341,  5.26682228,  7.12788152,
             7.90192101,  6.82461401,  7.27640934,  6.75093956,
             6.59062637,  5.90375092,  5.74583394,  4.9438893 ,
             5.2559262 ,  5.6239508 ,  6.61263387,  6.17508924,
             6.5300595 ,  7.35670633,  6.88780422,  8.68853615,
             7.1390241 ,  7.54601607,  7.03734404,  6.7015627 ,
            12.76770846, 11.03180564])], '_broker': <Broker: 9919+4.9 (1 trades)>, '_data': <Data i=57 (2005-02-03 00:00:00) Open=205.99, High=213.37, Low=205.81, Close=210.86, Volume=12988100.0>, 'number_of_levels': np.int64(2), 'grid_spacing': np.float64(0.3), 'stop_loss_factor': np.float64(3.5), 'take_profit_factor': np.float64(0.5), '_params': {'number_of_levels': np.int64(2), 'grid_spacing': np.float64(0.3), 'stop_loss_factor': np.float64(3.5), 'take_profit_factor': np.float64(0.5)}, 'ema_short': _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            173.83222222, 174.01777778, 175.09222222, 176.28377778,
            177.42302222, 177.93041778, 178.22433422, 178.65946738,
            178.1855739 , 176.83445912, 175.4635673 , 175.05685384,
            174.37548307, 173.59038646, 174.61030917, 175.64424733,
            175.80939787, 176.66351829, 178.33481463, 179.41785171,
            180.79428137, 182.21542509, 184.15434007, 185.87547206,
            187.28037765, 189.34430212, 190.03344169, 192.56875336,
            192.95500268, 193.06600215, 192.16280172, 192.50024137,
            193.0121931 , 193.11775448, 193.57020358, 193.92216287,
            195.13173029, 196.88538423, 196.96830739, 196.35864591,
            194.74291673, 191.93833338, 188.97466671, 189.02773336,
            188.83818669, 189.13854935, 190.43483948, 190.72787159,
            193.77429727, 197.19143782]), 'ema_long': _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            175.43857143, 174.98506494, 175.32187721, 175.7271611 ,
            175.79469191, 176.18426537, 176.98751398, 177.60228543,
            178.39298676, 179.25726069, 180.40750972, 181.53046338,
            182.56405762, 183.93096147, 184.73632861, 186.37029874,
            187.10936249, 187.69123862, 187.76930784, 188.32209804,
            188.93463458, 189.35330416, 189.9011856 , 190.39471418,
            191.26519471, 192.41381338, 192.85801216, 192.95455651,
            192.52959683, 191.45599711, 190.15272465, 190.06974968,
            189.88886335, 189.92987577, 190.44715979, 190.57923617,
            191.97748743, 193.69407948]), 'atr': _Indicator([        nan,         nan,         nan, 12.00333333,
            10.83555556, 10.12037037,  7.90024691,  7.99683128,
             7.24122085,  8.05748057,  7.12832038,  6.56554692,
             5.29369795,  4.5124653 ,  3.99497686,  3.81665124,
             4.10443416,  4.64962277,  4.74974852,  4.84316568,
             4.42544379,  4.19362919,  5.86908613,  5.25605742,
             5.01737161,  4.68824774,  5.91883183,  5.43922122,
             4.90614748,  4.13743165,  4.55828777,  3.88552518,
             3.17035012,  4.24023341,  5.26682228,  7.12788152,
             7.90192101,  6.82461401,  7.27640934,  6.75093956,
             6.59062637,  5.90375092,  5.74583394,  4.9438893 ,
             5.2559262 ,  5.6239508 ,  6.61263387,  6.17508924,
             6.5300595 ,  7.35670633,  6.88780422,  8.68853615,
             7.1390241 ,  7.54601607,  7.03734404,  6.7015627 ,
            12.76770846, 11.03180564]), 'active': True, 'traded_ltp': np.float64(205.96), 'traded_atr': np.float64(12.767708463786454), 'sl': np.float64(166.17302037674742), 'tp': -1, 'level': 1, 'traded_prices': [np.float64(205.96)]}",-0.759873800000023,0.09431800000000294,-2.0603901748400815,3.0496030706875152,-0.9641145047294297,-0.042941034230625785,5,0,9924.012619999998,10009.4318
4,2004-12-23,2005-03-17,2005-03-17,2005-04-28,"{'_indicators': [_Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            194.06444444, 192.96155556, 193.13924444, 193.52339556,
            193.52671644, 193.89737316, 194.18389852, 195.34111882,
            197.05289506, 197.10231604, 196.46585284, 194.82868227,
            192.00694581, 189.02955665, 189.07164532, 188.87331626,
            189.16665301, 190.4573224 , 190.74585792, 193.78868634,
            197.20294907, 198.63435926, 198.11348741, 198.21878992,
            196.89103194, 195.10882555, 193.56706044, 193.45164835,
            193.80731868, 194.72785495, 195.36228396, 195.87982717,
            194.97786173, 194.77228939, 193.59583151, 192.05066521,
            191.23853217, 190.20282573, 189.19826059, 188.76060847,
            188.18848678, 188.31278942, 187.69023154, 186.42218523,
            185.13374818, 183.66699855, 181.93159884, 181.26727907,
            180.13382326, 179.9650586 ]), _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            193.92285714, 192.39532468, 192.10847698, 191.7422518 ,
            191.61477436, 191.97888578, 191.97171435, 193.24337668,
            194.84488789, 195.70989808, 195.73899826, 196.00272569,
            195.60065972, 194.90787247, 194.22533861, 194.1130351 ,
            194.21457736, 194.59597942, 194.89634493, 195.17394993,
            194.8281363 , 194.74830573, 194.21573248, 193.45702953,
            192.96002685, 192.33275168, 191.68250152, 191.25772866,
            190.77066242, 190.59242038, 190.10220034, 189.30654577,
            188.45867797, 187.48970725, 186.35337022, 185.64942748,
            184.73584316, 184.24076651]), _Indicator([        nan,         nan,         nan,  3.22666667,
             4.27777778,  5.29185185,  7.1445679 ,  7.91304527,
             6.83203018,  7.28135345,  6.75423563,  6.59282376,
             5.90521584,  5.74681056,  4.94454037,  5.25636025,
             5.62424017,  6.61282678,  6.17521785,  6.53014523,
             7.35676349,  6.88784233,  8.68856155,  7.13904103,
             7.54602736,  7.03735157,  6.70156771, 12.76771181,
            11.03180787, 10.10787192, 10.36858128,  8.74238752,
             9.87492501,  8.90328334,  8.01885556,  9.37257037,
             8.53171358,  7.36447572,  5.88965048,  4.65310032,
             5.93873355,  5.8991557 ,  7.83943713,  6.69629142,
             5.80419428,  6.45279619,  5.40519746,  4.75013164,
             3.89342109,  3.8289474 ,  4.17929826,  4.46619884,
             4.29413256,  4.12942171,  4.69628114,  5.06085409,
             4.57390273,  4.39593515])], '_broker': <Broker: 9891+6.7 (1 trades)>, '_data': <Data i=57 (2005-03-17 00:00:00) Open=177.13, High=179.64, Low=175.8, Close=179.29, Volume=8260600.0>, 'number_of_levels': np.int64(2), 'grid_spacing': np.float64(0.5), 'stop_loss_factor': np.float64(2.0), 'take_profit_factor': np.float64(0.5), '_params': {'number_of_levels': np.int64(2), 'grid_spacing': np.float64(0.5), 'stop_loss_factor': np.float64(2.0), 'take_profit_factor': np.float64(0.5)}, 'ema_short': _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            194.06444444, 192.96155556, 193.13924444, 193.52339556,
            193.52671644, 193.89737316, 194.18389852, 195.34111882,
            197.05289506, 197.10231604, 196.46585284, 194.82868227,
            192.00694581, 189.02955665, 189.07164532, 188.87331626,
            189.16665301, 190.4573224 , 190.74585792, 193.78868634,
            197.20294907, 198.63435926, 198.11348741, 198.21878992,
            196.89103194, 195.10882555, 193.56706044, 193.45164835,
            193.80731868, 194.72785495, 195.36228396, 195.87982717,
            194.97786173, 194.77228939, 193.59583151, 192.05066521,
            191.23853217, 190.20282573, 189.19826059, 188.76060847,
            188.18848678, 188.31278942, 187.69023154, 186.42218523,
            185.13374818, 183.66699855, 181.93159884, 181.26727907,
            180.13382326, 179.9650586 ]), 'ema_long': _Indicator([         nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
                     nan,          nan,          nan,          nan,
            193.92285714, 192.39532468, 192.10847698, 191.7422518 ,
            191.61477436, 191.97888578, 191.97171435, 193.24337668,
            194.84488789, 195.70989808, 195.73899826, 196.00272569,
            195.60065972, 194.90787247, 194.22533861, 194.1130351 ,
            194.21457736, 194.59597942, 194.89634493, 195.17394993,
            194.8281363 , 194.74830573, 194.21573248, 193.45702953,
            192.96002685, 192.33275168, 191.68250152, 191.25772866,
            190.77066242, 190.59242038, 190.10220034, 189.30654577,
            188.45867797, 187.48970725, 186.35337022, 185.64942748,
            184.73584316, 184.24076651]), 'atr': _Indicator([        nan,         nan,         nan,  3.22666667,
             4.27777778,  5.29185185,  7.1445679 ,  7.91304527,
             6.83203018,  7.28135345,  6.75423563,  6.59282376,
             5.90521584,  5.74681056,  4.94454037,  5.25636025,
             5.62424017,  6.61282678,  6.17521785,  6.53014523,
             7.35676349,  6.88784233,  8.68856155,  7.13904103,
             7.54602736,  7.03735157,  6.70156771, 12.76771181,
            11.03180787, 10.10787192, 10.36858128,  8.74238752,
             9.87492501,  8.90328334,  8.01885556,  9.37257037,
             8.53171358,  7.36447572,  5.88965048,  4.65310032,
             5.93873355,  5.8991557 ,  7.83943713,  6.69629142,
             5.80419428,  6.45279619,  5.40519746,  4.75013164,
             3.89342109,  3.8289474 ,  4.17929826,  4.46619884,
             4.29413256,  4.12942171,  4.69628114,  5.06085409,
             4.57390273,  4.39593515]), 'active': True, 'traded_ltp': np.float64(185.87), 'traded_atr': np.float64(6.696291421386678), 'sl': np.float64(188.38258284277336), 'tp': -1, 'level': 1, 'traded_prices': [np.float64(185.87)]}",-1.018756960219398,0.29741340000000493,-3.710996127871816,4.98204162946081,-1.1139569602193866,-0.04763887892785812,8,0,9898.12430397806,10029.74134
